#UserID	CurriculumID	TranscriptStatus	RequestDateTime	RegistrationDateTime	CompletionDateTime
GCS_004836_Gutjahr	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	27/05/2008 00:00:00	27/05/2008 00:00:00	27/05/2008 00:00:00
GCS_004896_Kunz	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	30/05/2008 00:00:00	30/05/2008 00:00:00	30/05/2008 00:00:00
GCS_006034_Chinen	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/09/2009 00:00:00	07/09/2009 00:00:00	07/09/2009 00:00:00
GCS_002920_Domijan	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_001500_Boeckx	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	29/05/2008 00:00:00	29/05/2008 00:00:00	29/05/2008 00:00:00
GCS_001608_Free	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_005369_Kabir	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	21/01/2010 00:00:00	21/01/2010 00:00:00	21/01/2010 00:00:00
GCS_000606_Wongsrichalalai	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_002159_Yu	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	28/07/2006 00:00:00	28/07/2006 00:00:00	28/07/2006 00:00:00
GCS_002306_Doire	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	17/05/2007 00:00:00	17/05/2007 00:00:00	17/05/2007 00:00:00
GCS_004470_Bonneau	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	20/06/2007 00:00:00	20/06/2007 00:00:00	20/06/2007 00:00:00
GCS_000469_Golan	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/01/2007 00:00:00	07/01/2007 00:00:00	07/01/2007 00:00:00
GCS_004041_Affentranger	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	06/04/2006 00:00:00	06/04/2006 00:00:00	06/04/2006 00:00:00
GCS_002953_Saraiva	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_004221_Vanja	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_000198_Redondi	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_001182_Tan	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	06/02/2009 00:00:00	06/02/2009 00:00:00	06/02/2009 00:00:00
GCS_001165_Morrison	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	03/08/2007 00:00:00	03/08/2007 00:00:00	03/08/2007 00:00:00
GCS_000031_Czogalla	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	12/08/2008 00:00:00	12/08/2008 00:00:00	12/08/2008 00:00:00
GCS_000852_Seitz	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	11/05/2007 00:00:00	11/05/2007 00:00:00	11/05/2007 00:00:00
GCS_003956_Franconeri	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	20/08/2008 00:00:00	20/08/2008 00:00:00	20/08/2008 00:00:00
GCS_003586_Halty	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	20/08/2008 00:00:00	20/08/2008 00:00:00	20/08/2008 00:00:00
GCS_003485_Mahmoud	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	17/05/2008 00:00:00	17/05/2008 00:00:00	17/05/2008 00:00:00
GCS_005190_Haslimann	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	22/08/2008 00:00:00	22/08/2008 00:00:00	22/08/2008 00:00:00
GCS_000330_Weiss	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	08/09/2009 00:00:00	08/09/2009 00:00:00	08/09/2009 00:00:00
GCS_004393_Francisco	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	22/07/2008 00:00:00	22/07/2008 00:00:00	22/07/2008 00:00:00
GCS_004926_Erlingsson	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	30/05/2008 00:00:00	30/05/2008 00:00:00	30/05/2008 00:00:00
GCS_002700_Turazza	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	30/05/2008 00:00:00	30/05/2008 00:00:00	30/05/2008 00:00:00
GCS_005165_Grenader	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	22/08/2008 00:00:00	22/08/2008 00:00:00	22/08/2008 00:00:00
GCS_003334_Otero	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	20/08/2008 00:00:00	20/08/2008 00:00:00	20/08/2008 00:00:00
GCS_000874_Deniz	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_001730_Vrancic	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	11/02/2007 00:00:00	11/02/2007 00:00:00	11/02/2007 00:00:00
GCS_000935_Holmes	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_005351_Soliman	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	15/06/2008 00:00:00	15/06/2008 00:00:00	15/06/2008 00:00:00
GCS_003152_Kenoutis	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	06/09/2006 00:00:00	06/09/2006 00:00:00	06/09/2006 00:00:00
GCS_003164_Lottenbach	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_003720_Villiger	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/02/2007 00:00:00	02/02/2007 00:00:00	02/02/2007 00:00:00
GCS_003661_von_Kaenel	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/09/2006 00:00:00	07/09/2006 00:00:00	07/09/2006 00:00:00
GCS_003087_Mueller	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_001681_Rigert	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	22/08/2007 00:00:00	22/08/2007 00:00:00	22/08/2007 00:00:00
GCS_002015_Bowler	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_003212_Cardoso	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	15/11/2006 00:00:00	15/11/2006 00:00:00	15/11/2006 00:00:00
GCS_003094_Mercier	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_002194_Steegemans	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2005 00:00:00	02/12/2005 00:00:00	02/12/2005 00:00:00
GCS_001544_Tsarouchas	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	17/01/2007 00:00:00	17/01/2007 00:00:00	17/01/2007 00:00:00
GCS_003964_De_Winter	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	27/05/2008 00:00:00	27/05/2008 00:00:00	27/05/2008 00:00:00
GCS_002896_BM	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	21/03/2007 00:00:00	21/03/2007 00:00:00	21/03/2007 00:00:00
GCS_006492_Ajiashvili	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2007 00:00:00	02/12/2007 00:00:00	02/12/2007 00:00:00
GCS_000022_Bleier	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	30/04/2007 00:00:00	30/04/2007 00:00:00	30/04/2007 00:00:00
GCS_000272_Piche	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	29/03/2007 00:00:00	29/03/2007 00:00:00	29/03/2007 00:00:00
GCS_004164_Koyonu	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	28/02/2007 00:00:00	28/02/2007 00:00:00	28/02/2007 00:00:00
GCS_001687_Noebauer	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	10/03/2007 00:00:00	10/03/2007 00:00:00	10/03/2007 00:00:00
GCS_000149_Mooniyen	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/05/2007 00:00:00	07/05/2007 00:00:00	07/05/2007 00:00:00
GCS_004358_Pollock	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/06/2007 00:00:00	07/06/2007 00:00:00	07/06/2007 00:00:00
GCS_002010_Katapituk	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	08/06/2007 00:00:00	08/06/2007 00:00:00	08/06/2007 00:00:00
GCS_003812_Harsfalvi	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	06/06/2007 00:00:00	06/06/2007 00:00:00	06/06/2007 00:00:00
GCS_000333_Holland	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	04/06/2007 00:00:00	04/06/2007 00:00:00	04/06/2007 00:00:00
GCS_004250_Khanouf	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/06/2007 00:00:00	07/06/2007 00:00:00	07/06/2007 00:00:00
GCS_004485_Orlov	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	08/06/2007 00:00:00	08/06/2007 00:00:00	08/06/2007 00:00:00
GCS_002450_Streif	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	22/06/2007 00:00:00	22/06/2007 00:00:00	22/06/2007 00:00:00
GCS_000273_Vrijders	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	23/09/2007 00:00:00	23/09/2007 00:00:00	23/09/2007 00:00:00
GCS_002967_Brace	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	27/09/2007 00:00:00	27/09/2007 00:00:00	27/09/2007 00:00:00
GCS_002710_Qader	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	23/09/2007 00:00:00	23/09/2007 00:00:00	23/09/2007 00:00:00
GCS_004600_Ruof	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	04/10/2007 00:00:00	04/10/2007 00:00:00	04/10/2007 00:00:00
GCS_004647_Ruga	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	05/10/2007 00:00:00	05/10/2007 00:00:00	05/10/2007 00:00:00
GCS_004283_Babu	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	27/09/2007 00:00:00	27/09/2007 00:00:00	27/09/2007 00:00:00
GCS_003925_Lee	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	25/07/2007 00:00:00	25/07/2007 00:00:00	25/07/2007 00:00:00
GCS_002692_Macedo	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	25/07/2007 00:00:00	25/07/2007 00:00:00	25/07/2007 00:00:00
GCS_004714_Smit	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/08/2007 00:00:00	07/08/2007 00:00:00	07/08/2007 00:00:00
GCS_000438_Stachera	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	10/06/2008 00:00:00	10/06/2008 00:00:00	10/06/2008 00:00:00
GCS_001640_Greenaway	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	23/07/2007 00:00:00	23/07/2007 00:00:00	23/07/2007 00:00:00
GCS_005015_Perkins	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	02/12/2008 00:00:00	02/12/2008 00:00:00	02/12/2008 00:00:00
GCS_000638_Leveille	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	06/07/2007 00:00:00	06/07/2007 00:00:00	06/07/2007 00:00:00
GCS_003064_Picaro	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	21/06/2007 00:00:00	21/06/2007 00:00:00	21/06/2007 00:00:00
GCS_003283_Witossek	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	25/11/2007 00:00:00	25/11/2007 00:00:00	25/11/2007 00:00:00
GCS_005484_Rund	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/10/2008 00:00:00	07/10/2008 00:00:00	07/10/2008 00:00:00
GCS_005584_Roost	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	10/10/2008 00:00:00	10/10/2008 00:00:00	10/10/2008 00:00:00
GCS_004965_Deppert	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	15/10/2008 00:00:00	15/10/2008 00:00:00	15/10/2008 00:00:00
GCS_005670_Khan	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	28/02/2009 00:00:00	28/02/2009 00:00:00	28/02/2009 00:00:00
GCS_005412_Pendergast	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	13/10/2008 00:00:00	13/10/2008 00:00:00	13/10/2008 00:00:00
GCS_003540_Marchese	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	29/09/2008 00:00:00	29/09/2008 00:00:00	29/09/2008 00:00:00
GCS_003020_Harris	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	07/10/2008 00:00:00	07/10/2008 00:00:00	07/10/2008 00:00:00
GCS_005310_Cobos	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	06/10/2008 00:00:00	06/10/2008 00:00:00	06/10/2008 00:00:00
GCS_005647_Colapinto	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	09/03/2009 00:00:00	09/03/2009 00:00:00	09/03/2009 00:00:00
GCS_001183_Coppers	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	09/03/2009 00:00:00	09/03/2009 00:00:00	09/03/2009 00:00:00
GCS_005035_Saraga	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	13/10/2008 00:00:00	13/10/2008 00:00:00	13/10/2008 00:00:00
GCS_005593_Tanguay	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	25/03/2009 00:00:00	25/03/2009 00:00:00	25/03/2009 00:00:00
GCS_000894_Simmons	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	30/08/2007 00:00:00	30/08/2007 00:00:00	30/08/2007 00:00:00
GCS_001171_Aw	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	19/06/2008 00:00:00	19/06/2008 00:00:00	19/06/2008 00:00:00
GCS_004021_Kyllesbech	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	01/09/2007 00:00:00	01/09/2007 00:00:00	01/09/2007 00:00:00
GCS_000347_Fitzsimons	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	30/09/2008 00:00:00	30/09/2008 00:00:00	30/09/2008 00:00:00
GCS_000253_Williams	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	01/09/2007 00:00:00	01/09/2007 00:00:00	01/09/2007 00:00:00
GCS_004497_Jaud	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	05/09/2007 00:00:00	05/09/2007 00:00:00	05/09/2007 00:00:00
GCS_000433_Albuquerque	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	25/11/2007 00:00:00	25/11/2007 00:00:00	25/11/2007 00:00:00
GCS_004792_Cordeiro	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	31/10/2007 00:00:00	31/10/2007 00:00:00	31/10/2007 00:00:00
GCS_004616_Omlin	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	25/01/2008 00:00:00	25/01/2008 00:00:00	25/01/2008 00:00:00
GCS_002846_Benavides	023c25d3-3420-449c-a75b-0d74d29ddc38	Completed	13/03/2008 00:00:00	13/03/2008 00:00:00	13/03/2008 00:00:00
